22.5597	114.039	22.5592	114.04	0
22.5592	114.04	22.5597	114.039	1
22.5597	114.039	22.5604	114.039	2
22.5604	114.039	22.5597	114.039	3
22.5597	114.039	22.5594	114.039	4
22.5594	114.039	22.5597	114.039	5
22.5597	114.039	22.56	114.04	6
22.56	114.04	22.5597	114.039	7
22.56	114.04	22.5605	114.041	8
22.5605	114.041	22.56	114.04	9
22.56	114.04	22.5608	114.039	10
22.5608	114.039	22.56	114.04	11
22.56	114.04	22.5592	114.04	12
22.5592	114.04	22.56	114.04	13
22.5429	114.073	22.5423	114.074	14
22.5423	114.074	22.5429	114.073	15
22.5429	114.073	22.5398	114.072	16
22.5398	114.072	22.5429	114.073	17
22.5547	114.088	22.5543	114.088	18
22.5543	114.088	22.5547	114.088	19
22.5547	114.088	22.5552	114.089	20
22.5552	114.089	22.5547	114.088	21
22.5547	114.088	22.5541	114.089	22
22.5541	114.089	22.5547	114.088	23
22.5612	114.117	22.5609	114.117	24
22.5609	114.117	22.5612	114.117	25
22.5612	114.117	22.5598	114.118	26
22.5598	114.118	22.5612	114.117	27
22.5612	114.117	22.563	114.117	28
22.563	114.117	22.5612	114.117	29
22.5615	114.095	22.5617	114.095	30
22.5617	114.095	22.5615	114.095	31
22.5615	114.095	22.5615	114.096	32
22.5615	114.096	22.5615	114.095	33
22.5615	114.095	22.5646	114.095	34
22.5646	114.095	22.5615	114.095	35
22.5646	114.095	22.5646	114.096	36
22.5646	114.096	22.5646	114.095	37
22.5646	114.095	22.5671	114.094	38
22.5671	114.094	22.5646	114.095	39
22.5621	114.115	22.562	114.114	40
22.562	114.114	22.5621	114.115	41
22.5621	114.115	22.5615	114.116	42
22.5615	114.116	22.5621	114.115	43
22.5621	114.115	22.5607	114.116	44
22.5607	114.116	22.5621	114.115	45
22.5607	114.116	22.5615	114.116	46
22.5615	114.116	22.5607	114.116	47
22.5607	114.116	22.5593	114.115	48
22.5593	114.115	22.5607	114.116	49
22.562	114.114	22.5642	114.115	50
22.5642	114.115	22.562	114.114	51
22.562	114.114	22.5593	114.115	52
22.5593	114.115	22.562	114.114	53
22.5647	114.096	22.5647	114.095	54
22.5647	114.095	22.5647	114.096	55
22.5647	114.096	22.5649	114.099	56
22.5649	114.099	22.5647	114.096	57
22.5647	114.096	22.5663	114.096	58
22.5663	114.096	22.5647	114.096	59
22.5647	114.095	22.5663	114.095	60
22.5663	114.095	22.5647	114.095	61
22.5647	114.095	22.5671	114.094	62
22.5671	114.094	22.5647	114.095	63
22.5415	114.092	22.5401	114.092	64
22.5401	114.092	22.5415	114.092	65
22.5415	114.092	22.5409	114.094	66
22.5409	114.094	22.5415	114.092	67
22.5415	114.092	22.5431	114.091	68
22.5431	114.091	22.5415	114.092	69
22.5401	114.092	22.5401	114.091	70
22.5401	114.091	22.5401	114.092	71
22.5401	114.092	22.5409	114.094	72
22.5409	114.094	22.5401	114.092	73
22.5663	114.096	22.5663	114.095	74
22.5663	114.095	22.5663	114.096	75
22.5663	114.096	22.5663	114.097	76
22.5663	114.097	22.5663	114.096	77
22.5578	114.025	22.5579	114.025	78
22.5579	114.025	22.5578	114.025	79
22.5578	114.025	22.558	114.026	80
22.558	114.026	22.5578	114.025	81
22.5578	114.025	22.5559	114.024	82
22.5559	114.024	22.5578	114.025	83
22.5549	114.127	22.5546	114.128	84
22.5546	114.128	22.5549	114.127	85
22.5549	114.127	22.553	114.126	86
22.553	114.126	22.5549	114.127	87
22.5549	114.127	22.5565	114.128	88
22.5565	114.128	22.5549	114.127	89
22.5386	114.071	22.5384	114.069	90
22.5384	114.069	22.5386	114.071	91
22.5386	114.071	22.5382	114.071	92
22.5382	114.071	22.5386	114.071	93
22.5386	114.071	22.5379	114.066	94
22.5379	114.066	22.5386	114.071	95
22.5542	114.085	22.5551	114.084	96
22.5551	114.084	22.5542	114.085	97
22.5542	114.085	22.5546	114.086	98
22.5546	114.086	22.5542	114.085	99
22.5542	114.085	22.5533	114.086	100
22.5533	114.086	22.5542	114.085	101
22.5501	114.124	22.5511	114.124	102
22.5511	114.124	22.5501	114.124	103
22.5501	114.124	22.5511	114.122	104
22.5511	114.122	22.5501	114.124	105
22.5501	114.124	22.5504	114.125	106
22.5504	114.125	22.5501	114.124	107
22.5546	114.086	22.5539	114.087	108
22.5539	114.087	22.5546	114.086	109
22.5546	114.086	22.5561	114.086	110
22.5561	114.086	22.5546	114.086	111
22.5313	114.046	22.5312	114.047	112
22.5312	114.047	22.5313	114.046	113
22.5313	114.046	22.5311	114.042	114
22.5311	114.042	22.5313	114.046	115
22.5313	114.046	22.5314	114.05	116
22.5314	114.05	22.5313	114.046	117
22.5563	114.091	22.5522	114.091	118
22.5522	114.091	22.5563	114.091	119
22.5563	114.091	22.5583	114.089	120
22.5583	114.089	22.5563	114.091	121
22.5563	114.091	22.5552	114.089	122
22.5552	114.089	22.5563	114.091	123
22.5581	114.027	22.558	114.026	124
22.558	114.026	22.5581	114.027	125
22.5581	114.027	22.5566	114.029	126
22.5566	114.029	22.5581	114.027	127
22.5581	114.027	22.56	114.025	128
22.56	114.025	22.5581	114.027	129
22.5433	114.085	22.5435	114.088	130
22.5435	114.088	22.5433	114.085	131
22.5433	114.085	22.5433	114.084	132
22.5433	114.084	22.5433	114.085	133
22.5433	114.085	22.5455	114.085	134
22.5455	114.085	22.5433	114.085	135
22.538	114.09	22.5402	114.089	136
22.5402	114.089	22.538	114.09	137
22.538	114.09	22.5385	114.091	138
22.5385	114.091	22.538	114.09	139
22.538	114.09	22.5379	114.089	140
22.5379	114.089	22.538	114.09	141
