,oid,ent,sectionId
1555,40,15,927
1556,40,16,924
1557,40,17,1525
1558,40,18,1526
1559,40,19,2036
1560,40,20,859
1561,40,21,753
1562,40,22,739
1563,40,23,740
1564,40,24,1850
1565,40,25,399
1566,40,26,400
1567,40,27,404
1568,40,28,2121
1569,40,29,2118
1570,40,30,1757
1571,40,31,1754
1572,40,32,1902
1573,40,33,1869
1574,40,34,1791
1575,40,35,1792
1576,40,36,1117
1577,40,37,1109
1578,40,38,1110
1579,41,1,1045
1580,41,2,1042
1581,41,3,1478
1582,41,4,1311
1583,41,5,1312
1584,41,6,913
1585,41,7,914
1586,41,8,603
1587,41,9,598
1588,41,10,718
1589,41,11,709
1590,41,12,710
1591,41,13,730
1592,41,14,1926
1593,41,15,2178
1594,41,16,2216
1595,41,17,1185
1596,41,18,1182
1597,41,19,2159
1598,41,20,2156
1599,41,21,543
1600,41,22,548
1601,41,23,893
1602,41,24,890
1603,41,25,904
1604,41,26,971
1605,41,27,191
1606,41,28,188
1607,41,29,1125
1608,41,30,1126
1609,41,31,2046
1610,41,32,2080
1611,41,33,181
1612,41,34,176
1613,41,35,1695
1614,41,36,821
1615,41,37,822
1616,41,38,761
1617,41,39,762
1618,41,40,1300
1619,41,41,2033
1620,41,42,251
1621,41,43,246
1622,41,44,239
1623,41,45,242
1624,41,46,1110
1625,42,1,1045
1626,42,2,1042
1627,42,3,1478
1628,42,4,1311
1629,42,5,1312
1630,42,6,913
1631,42,7,908
1632,42,8,1221
1633,42,9,1224
1634,42,10,1228
1635,42,11,145
1636,42,12,140
1637,42,13,1055
1638,42,14,1051
1639,42,15,927
1640,42,16,924
1641,42,17,1525
1642,42,18,1526
1643,42,19,2036
1644,42,20,859
1645,42,21,753
1646,42,22,739
1647,42,23,740
1648,42,24,1850
1649,42,25,399
1650,42,26,400
1651,42,27,404
1652,42,28,2121
1653,42,29,2118
1654,42,30,1757
1655,42,31,1754
1656,42,32,1902
1657,42,33,1869
1658,42,34,1791
1659,42,35,1792
1660,42,36,1117
1661,42,37,1109
1662,42,38,1110
1663,43,1,1045
1664,43,2,1042
1665,43,3,1478
1666,43,4,1311
1667,43,5,1312
1668,43,6,913
1669,43,7,908
1670,43,8,1221
1671,43,9,1224
1672,43,10,1228
1673,43,11,145
1674,43,12,140
1675,43,13,1055
1676,43,14,1051
1677,43,15,927
1678,43,16,924
1679,43,17,1525
1680,43,18,1526
1681,43,19,2036
1682,43,20,859
1683,43,21,753
1684,43,22,739
1685,43,23,740
1686,43,24,1850
1687,43,25,399
1688,43,26,400
1689,43,27,404
1690,43,28,2121
1691,43,29,2118
1692,43,30,1757
1693,43,31,1754
1694,43,32,1902
1695,43,33,1869
1696,43,34,1791
1697,43,35,1792
1698,43,36,1117
1699,43,37,1109
1700,43,38,1110
1701,44,1,1045
1702,44,2,1042
1703,44,3,1478
1704,44,4,1311
1705,44,5,1312
1706,44,6,913
1707,44,7,908
1708,44,8,1221
1709,44,9,1224
1710,44,10,1228
1711,44,11,145
1712,44,12,140
1713,44,13,1055
1714,44,14,1051
1715,44,15,927
1716,44,16,924
1717,44,17,1525
1718,44,18,1526
1719,44,19,2036
1720,44,20,859
1721,44,21,753
1722,44,22,739
1723,44,23,740
1724,44,24,1850
1725,44,25,399
1726,44,26,400
1727,44,27,404
1728,44,28,2121
1729,44,29,2118
1730,44,30,1757
1731,44,31,1754
1732,44,32,1902
1733,44,33,1869
1734,44,34,1791
1735,44,35,1792
1736,44,36,1117
1737,44,37,1109
1738,44,38,1110
1739,45,1,1045
1740,45,2,1042
1741,45,3,1478
1742,45,4,1311
1743,45,5,1312
1744,45,6,913
1745,45,7,908
1746,45,8,1221
1747,45,9,1224
1748,45,10,1228
1749,45,11,145
1750,45,12,140
1751,45,13,1055
1752,45,14,1051
1753,45,15,927
1754,45,16,924
1755,45,17,1525
1756,45,18,1526
1757,45,19,2036
1758,45,20,859
1759,45,21,753
1760,45,22,739
1761,45,23,740
1762,45,24,1850
1763,45,25,399
1764,45,26,400
1765,45,27,404
1766,45,28,2121
1767,45,29,2118
1768,45,30,1757
1769,45,31,1754
1770,45,32,1902
1771,45,33,1869
1772,45,34,1791
1773,45,35,1792
1774,45,36,1117
1775,45,37,1109
1776,45,38,1110
1777,46,1,1045
1778,46,2,1042
1779,46,3,1478
1780,46,4,1311
1781,46,5,1312
1782,46,6,913
1783,46,7,908
1784,46,8,1221
1785,46,9,1224
1786,46,10,1228
1787,46,11,145
1788,46,12,140
1789,46,13,1055
1790,46,14,1051
1791,46,15,927
1792,46,16,924
1793,46,17,1525
1794,46,18,1526
1795,46,19,2036
1796,46,20,859
1797,46,21,753
1798,46,22,739
1799,46,23,740
1800,46,24,1850
1801,46,25,399
1802,46,26,400
1803,46,27,404
1804,46,28,2121
1805,46,29,2118
1806,46,30,1757
1807,46,31,1754
1808,46,32,1902
1809,46,33,1869
1810,46,34,1791
1811,46,35,1792
1812,46,36,1117
1813,46,37,1109
1814,46,38,1110
1815,47,1,1045
1816,47,2,1042
1817,47,3,1478
1818,47,4,1311
1819,47,5,1312
1820,47,6,913
1821,47,7,908
1822,47,8,1221
1823,47,9,1224
1824,47,10,1228
1825,47,11,145
1826,47,12,140
1827,47,13,1055
1828,47,14,1051
1829,47,15,927
1830,47,16,924
1831,47,17,1525
1832,47,18,1526
1833,47,19,2036
1834,47,20,859
1835,47,21,753
1836,47,22,739
1837,47,23,740
1838,47,24,1850
1839,47,25,399
1840,47,26,400
1841,47,27,404
1842,47,28,2121
1843,47,29,2118
1844,47,30,1757
1845,47,31,1754
1846,47,32,1902
1847,47,33,1869
1848,47,34,1791
1849,47,35,1792
1850,47,36,1117
1851,47,37,1109
1852,47,38,1110
1853,48,1,1045
1854,48,2,1042
1855,48,3,1478
1856,48,4,1311
1857,48,5,1312
1858,48,6,913
1859,48,7,908
1860,48,8,1221
1861,48,9,1224
1862,48,10,1228
1863,48,11,145
1864,48,12,140
1865,48,13,1055
1866,48,14,1051
1867,48,15,927
1868,48,16,924
1869,48,17,1525
1870,48,18,1526
1871,48,19,2036
1872,48,20,859
1873,48,21,753
1874,48,22,739
1875,48,23,740
1876,48,24,1850
1877,48,25,399
1878,48,26,400
1879,48,27,404
1880,48,28,2121
1881,48,29,2118
1882,48,30,1757
1883,48,31,1754
1884,48,32,1902
1885,48,33,1869
1886,48,34,1791
1887,48,35,1792
1888,48,36,1117
1889,48,37,1109
1890,48,38,1110
1891,49,1,1045
1892,49,2,1042
1893,49,3,1478
1894,49,4,1311
1895,49,5,1312
1896,49,6,913
1897,49,7,908
1898,49,8,1221
1899,49,9,1224
1900,49,10,1228
1901,49,11,145
1902,49,12,140
1903,49,13,1055
1904,49,14,1051
1905,49,15,927
1906,49,16,924
1907,49,17,1525
1908,49,18,1526
1909,49,19,2036
1910,49,20,859
1911,49,21,753
1912,49,22,739
1913,49,23,740
1914,49,24,1850
1915,49,25,399
1916,49,26,400
1917,49,27,404
1918,49,28,2121
1919,49,29,2118
1920,49,30,1757
1921,49,31,1754
1922,49,32,1902
1923,49,33,1869
1924,49,34,1791
1925,49,35,1792
1926,49,36,1117
1927,49,37,1109
1928,49,38,1110
1929,50,1,1045
1930,50,2,1042
1931,50,3,1478
1932,50,4,1311
1933,50,5,1312
1934,50,6,913
1935,50,7,914
1936,50,8,603
1937,50,9,598
1938,50,10,718
1939,50,11,709
1940,50,12,710
1941,50,13,730
1942,50,14,1926
1943,50,15,2178
1944,50,16,2216
1945,50,17,1185
1946,50,18,1182
1947,50,19,2159
1948,50,20,2156
1949,50,21,543
1950,50,22,548
1951,50,23,893
1952,50,24,890
1953,50,25,904
1954,50,26,971
1955,50,27,191
1956,50,28,188
1957,50,29,1125
1958,50,30,1126
1959,50,31,2046
1960,50,32,2080
1961,50,33,181
1962,50,34,176
1963,50,35,1695
1964,50,36,821
1965,50,37,822
1966,50,38,761
1967,50,39,762
1968,50,40,1300
1969,50,41,2033
1970,50,42,251
1971,50,43,246
1972,50,44,239
1973,50,45,242
1974,50,46,1110
1975,51,1,1045
1976,51,2,1042
1977,51,3,1478
1978,51,4,1311
1979,51,5,1312
1980,51,6,913
1981,51,7,908
1982,51,8,1221
1983,51,9,1224
1984,51,10,1228
1985,51,11,145
1986,51,12,140
1987,51,13,1055
1988,51,14,1051
1989,51,15,927
1990,51,16,924
1991,51,17,1525
1992,51,18,1526
1993,51,19,2036
1994,51,20,859
1995,51,21,753
1996,51,22,739
1997,51,23,740
1998,51,24,1850
1999,51,25,399
2000,51,26,400
2001,51,27,404
2002,51,28,2121
2003,51,29,2118
2004,51,30,1757
2005,51,31,1754
2006,51,32,1902
2007,51,33,1869
2008,51,34,1791
2009,51,35,1792
2010,51,36,1117
2011,51,37,1109
2012,51,38,1110
2013,52,1,1045
2014,52,2,1042
2015,52,3,1478
2016,52,4,1311
2017,52,5,1312
2018,52,6,913
2019,52,7,908
2020,52,8,1221
2021,52,9,1222
2022,52,10,1324
2023,52,11,747
2024,52,12,748
2025,52,13,2231
2026,52,14,1305
2027,52,15,525
2028,52,16,522
2029,52,17,540
2030,52,18,907
2031,52,19,904
2032,52,20,971
2033,52,21,191
2034,52,22,188
2035,52,23,1125
2036,52,24,1122
2037,52,25,1838
2038,52,26,1967
2039,52,27,1143
2040,52,28,1137
2041,52,29,1138
2042,52,30,1645
2043,52,31,1640
2044,52,32,1974
2045,52,33,249
2046,52,34,246
2047,52,35,239
2048,52,36,242
2049,52,37,1110
2050,53,1,1045
2051,53,2,1042
2052,53,3,1478
2053,53,4,1311
2054,53,5,1312
2055,53,6,913
2056,53,7,908
2057,53,8,1221
2058,53,9,1224
2059,53,10,1228
2060,53,11,145
2061,53,12,140
2062,53,13,1055
2063,53,14,1051
2064,53,15,927
2065,53,16,924
2066,53,17,1525
2067,53,18,1526
2068,53,19,2036
2069,53,20,859
2070,53,21,753
2071,53,22,739
2072,53,23,740
2073,53,24,1850
2074,53,25,399
2075,53,26,400
2076,53,27,404
2077,53,28,2121
2078,53,29,2118
2079,53,30,1757
2080,53,31,1754
2081,53,32,1902
2082,53,33,1869
2083,53,34,1791
2084,53,35,1792
2085,53,36,1117
2086,53,37,1109
2087,53,38,1110
2088,54,1,1045
2089,54,2,1042
2090,54,3,1478
2091,54,4,1311
2092,54,5,1312
2093,54,6,913
2094,54,7,908
2095,54,8,1221
2096,54,9,1224
2097,54,10,1228
2098,54,11,145
2099,54,12,140
2100,54,13,1055
2101,54,14,1051
2102,54,15,927
2103,54,16,924
2104,54,17,1525
2105,54,18,1526
2106,54,19,2036
2107,54,20,859
2108,54,21,753
2109,54,22,739
2110,54,23,740
2111,54,24,1850
2112,54,25,399
2113,54,26,400
2114,54,27,404
2115,54,28,2121
2116,54,29,2118
2117,54,30,1757
2118,54,31,1754
2119,54,32,1902
2120,54,33,1869
2121,54,34,1791
2122,54,35,1792
2123,54,36,1117
2124,54,37,1109
2125,54,38,1110
2126,55,1,1045
2127,55,2,1042
2128,55,3,1478
2129,55,4,1311
2130,55,5,1312
2131,55,6,913
2132,55,7,908
2133,55,8,1221
2134,55,9,1224
2135,55,10,1228
2136,55,11,145
2137,55,12,140
2138,55,13,1055
2139,55,14,1051
2140,55,15,927
2141,55,16,924
2142,55,17,1525
2143,55,18,1526
2144,55,19,2036
2145,55,20,859
2146,55,21,753
2147,55,22,739
2148,55,23,740
2149,55,24,1850
2150,55,25,399
2151,55,26,400
2152,55,27,404
2153,55,28,2121
2154,55,29,2118
2155,55,30,1757
2156,55,31,1754
2157,55,32,1902
2158,55,33,1869
2159,55,34,1791
2160,55,35,1792
2161,55,36,1117
2162,55,37,1109
2163,55,38,1110
2164,56,1,1045
2165,56,2,1042
2166,56,3,1478
2167,56,4,1311
2168,56,5,1312
2169,56,6,913
2170,56,7,908
2171,56,8,1221
2172,56,9,1224
2173,56,10,1228
2174,56,11,145
2175,56,12,140
2176,56,13,1055
2177,56,14,1051
2178,56,15,927
2179,56,16,924
2180,56,17,1525
2181,56,18,1526
2182,56,19,2036
2183,56,20,859
2184,56,21,753
2185,56,22,739
2186,56,23,740
2187,56,24,1850
2188,56,25,399
2189,56,26,400
2190,56,27,404
2191,56,28,2121
2192,56,29,2118
2193,56,30,1757
2194,56,31,1754
2195,56,32,1902
2196,56,33,1869
2197,56,34,1791
2198,56,35,1792
2199,56,36,1117
2200,56,37,1109
2201,56,38,1110
2202,57,1,1045
2203,57,2,1042
2204,57,3,1478
2205,57,4,1311
2206,57,5,1312
2207,57,6,913
2208,57,7,908
2209,57,8,1221
2210,57,9,1224
2211,57,10,1228
2212,57,11,145
2213,57,12,140
2214,57,13,1055
2215,57,14,1051
2216,57,15,927
2217,57,16,924
2218,57,17,1525
2219,57,18,1526
2220,57,19,2036
2221,57,20,859
2222,57,21,753
2223,57,22,739
2224,57,23,740
2225,57,24,1850
2226,57,25,399
2227,57,26,400
2228,57,27,404
2229,57,28,2121
2230,57,29,2118
2231,57,30,1757
2232,57,31,1754
2233,57,32,1902
2234,57,33,1869
2235,57,34,1791
2236,57,35,1792
2237,57,36,1117
2238,57,37,1109
2239,57,38,1110
2240,58,1,1045
2241,58,2,1042
2242,58,3,1478
2243,58,4,1311
2244,58,5,1312
2245,58,6,913
2246,58,7,908
2247,58,8,1221
2248,58,9,1224
2249,58,10,1228
2250,58,11,145
2251,58,12,140
2252,58,13,1055
2253,58,14,1051
2254,58,15,927
2255,58,16,924
2256,58,17,1525
2257,58,18,1526
2258,58,19,2036
2259,58,20,859
2260,58,21,753
2261,58,22,739
2262,58,23,740
2263,58,24,1850
2264,58,25,399
2265,58,26,400
2266,58,27,404
2267,58,28,2121
2268,58,29,2118
2269,58,30,1757
2270,58,31,1754
2271,58,32,1902
2272,58,33,1869
2273,58,34,1791
2274,58,35,1792
2275,58,36,1117
2276,58,37,1109
2277,58,38,1110
2278,59,1,1045
2279,59,2,1042
2280,59,3,1478
2281,59,4,1311
2282,59,5,1312
2283,59,6,913
2284,59,7,908
2285,59,8,1221
2286,59,9,1224
2287,59,10,1228
2288,59,11,145
2289,59,12,140
2290,59,13,1055
2291,59,14,1051
2292,59,15,927
2293,59,16,924
2294,59,17,1525
2295,59,18,1526
2296,59,19,2036
2297,59,20,859
2298,59,21,753
2299,59,22,739
2300,59,23,740
2301,59,24,1850
2302,59,25,399
2303,59,26,400
2304,59,27,404
2305,59,28,2121
2306,59,29,2118
2307,59,30,1757
2308,59,31,1754
2309,59,32,1902
2310,59,33,1869
2311,59,34,1791
2312,59,35,1792
2313,59,36,1117
2314,59,37,1109
2315,59,38,1110
2316,60,1,1045
2317,60,2,1042
2318,60,3,1478
2319,60,4,1311
2320,60,5,1312
2321,60,6,597
2322,60,7,581
2323,60,8,578
2324,60,9,519
2325,60,10,520
2326,60,11,517
2327,60,12,510
2328,60,13,1818
2329,60,14,1930
2330,60,15,2171
2331,60,16,2168
2332,60,17,2183
2333,60,18,543
2334,60,19,548
2335,60,20,893
2336,60,21,890
2337,60,22,904
2338,60,23,971
2339,60,24,191
2340,60,25,188
2341,60,26,1125
2342,60,27,1126
2343,60,28,2046
2344,60,29,2080
2345,60,30,181
2346,60,31,176
2347,60,32,1695
2348,60,33,821
2349,60,34,822
2350,60,35,761
2351,60,36,762
2352,60,37,1300
2353,60,38,2033
2354,60,39,251
2355,60,40,246
2356,60,41,239
2357,60,42,242
2358,60,43,1110
2359,61,1,1045
2360,61,2,1042
2361,61,3,1478
2362,61,4,1311
2363,61,5,1312
2364,61,6,913
2365,61,7,908
2366,61,8,1221
2367,61,9,1224
2368,61,10,1228
2369,61,11,145
2370,61,12,140
2371,61,13,1055
2372,61,14,1051
2373,61,15,927
2374,61,16,924
2375,61,17,1525
2376,61,18,1526
2377,61,19,2036
2378,61,20,859
2379,61,21,753
2380,61,22,739
2381,61,23,740
2382,61,24,1850
2383,61,25,399
2384,61,26,400
2385,61,27,404
2386,61,28,2121
2387,61,29,2118
2388,61,30,1757
2389,61,31,1754
2390,61,32,1902
2391,61,33,1869
2392,61,34,1791
2393,61,35,1792
2394,61,36,1117
2395,61,37,1109
2396,61,38,1110
2397,62,1,1045
2398,62,2,1042
2399,62,3,1478
2400,62,4,1311
2401,62,5,1312
2402,62,6,913
2403,62,7,908
2404,62,8,1221
2405,62,9,1224
2406,62,10,1228
2407,62,11,145
2408,62,12,140
2409,62,13,1055
2410,62,14,1051
2411,62,15,927
2412,62,16,924
2413,62,17,1525
2414,62,18,1526
2415,62,19,2036
2416,62,20,859
2417,62,21,753
2418,62,22,739
2419,62,23,740
2420,62,24,1850
2421,62,25,399
2422,62,26,400
2423,62,27,404
2424,62,28,2121
2425,62,29,2118
2426,62,30,1757
2427,62,31,1754
2428,62,32,1902
2429,62,33,1869
2430,62,34,1791
2431,62,35,1792
2432,62,36,1117
2433,62,37,1109
2434,62,38,1110
2435,63,1,1045
2436,63,2,1042
2437,63,3,1478
2438,63,4,1311
2439,63,5,1312
2440,63,6,913
2441,63,7,908
2442,63,8,1221
2443,63,9,1224
2444,63,10,1228
2445,63,11,145
2446,63,12,140
2447,63,13,1055
2448,63,14,1051
2449,63,15,927
2450,63,16,924
2451,63,17,1525
2452,63,18,1526
2453,63,19,2036
2454,63,20,859
2455,63,21,753
2456,63,22,739
2457,63,23,740
2458,63,24,1850
2459,63,25,399
2460,63,26,400
2461,63,27,404
2462,63,28,2121
2463,63,29,2118
2464,63,30,1757
2465,63,31,1754
2466,63,32,1902
2467,63,33,1869
2468,63,34,1791
2469,63,35,1792
2470,63,36,1117
2471,63,37,1109
2472,63,38,1110
2473,64,1,1045
2474,64,2,1042
2475,64,3,1478
2476,64,4,1311
2477,64,5,1312
2478,64,6,913
2479,64,7,908
2480,64,8,1221
2481,64,9,1224
2482,64,10,1228
2483,64,11,145
2484,64,12,140
2485,64,13,1055
2486,64,14,1051
2487,64,15,927
2488,64,16,924
2489,64,17,1525
2490,64,18,1526
2491,64,19,2036
2492,64,20,859
2493,64,21,753
2494,64,22,739
2495,64,23,740
2496,64,24,1850
2497,64,25,399
2498,64,26,400
2499,64,27,404
2500,64,28,2121
2501,64,29,2118
2502,64,30,1757
2503,64,31,1754
2504,64,32,1902
2505,64,33,1869
2506,64,34,1791
2507,64,35,1792
2508,64,36,1117
2509,64,37,1109
2510,64,38,1110
2511,65,1,1045
2512,65,2,1042
2513,65,3,1478
2514,65,4,1311
2515,65,5,1312
2516,65,6,913
2517,65,7,908
2518,65,8,1221
2519,65,9,1224
2520,65,10,1228
2521,65,11,145
2522,65,12,140
2523,65,13,1055
2524,65,14,1051
2525,65,15,927
2526,65,16,924
2527,65,17,1525
2528,65,18,1526
2529,65,19,2036
2530,65,20,859
2531,65,21,753
2532,65,22,739
2533,65,23,740
2534,65,24,1850
2535,65,25,399
2536,65,26,400
2537,65,27,404
2538,65,28,2121
2539,65,29,2118
2540,65,30,1757
2541,65,31,1754
2542,65,32,1902
2543,65,33,1869
2544,65,34,1791
2545,65,35,1792
2546,65,36,1117
2547,65,37,1109
2548,65,38,1110
2549,66,1,1045
2550,66,2,1042
2551,66,3,1478
2552,66,4,1311
2553,66,5,1312
2554,66,6,913
2555,66,7,908
2556,66,8,1221
2557,66,9,1224
2558,66,10,1228
2559,66,11,145
2560,66,12,140
2561,66,13,1055
2562,66,14,1051
2563,66,15,927
2564,66,16,924
2565,66,17,1525
2566,66,18,1526
2567,66,19,2036
2568,66,20,859
2569,66,21,753
2570,66,22,739
2571,66,23,740
2572,66,24,1850
2573,66,25,399
2574,66,26,400
2575,66,27,404
2576,66,28,2121
2577,66,29,2118
2578,66,30,1757
2579,66,31,1754
2580,66,32,1902
2581,66,33,1869
2582,66,34,1791
2583,66,35,1792
2584,66,36,1117
2585,66,37,1109
2586,66,38,1110
2587,67,1,1045
2588,67,2,1042
2589,67,3,1478
2590,67,4,1311
2591,67,5,1312
2592,67,6,913
2593,67,7,908
2594,67,8,1221
2595,67,9,1224
2596,67,10,1228
2597,67,11,145
2598,67,12,140
2599,67,13,1055
2600,67,14,1051
2601,67,15,927
2602,67,16,924
2603,67,17,1525
2604,67,18,1526
2605,67,19,2036
2606,67,20,859
2607,67,21,753
2608,67,22,739
2609,67,23,740
2610,67,24,1850
2611,67,25,399
2612,67,26,400
2613,67,27,404
2614,67,28,2121
2615,67,29,2118
2616,67,30,1757
2617,67,31,1754
2618,67,32,1902
2619,67,33,1869
2620,67,34,1791
2621,67,35,1792
2622,67,36,1117
2623,67,37,1109
2624,67,38,1110
2625,68,1,1045
2626,68,2,1042
2627,68,3,1478
2628,68,4,1311
2629,68,5,1312
2630,68,6,913
2631,68,7,908
2632,68,8,1221
2633,68,9,1224
2634,68,10,1228
2635,68,11,145
2636,68,12,140
2637,68,13,1055
2638,68,14,1051
2639,68,15,1048
2640,68,16,1866
2641,68,17,1745
2642,68,18,1067
2643,68,19,1062
2644,68,20,1331
2645,68,21,1328
2646,68,22,1577
2647,68,23,1557
2648,68,24,1554
2649,68,25,1333
2650,68,26,1336
2651,68,27,2145
2652,68,28,2142
2653,68,29,2235
2654,68,30,2151
2655,68,31,1785
2656,68,32,1782
2657,68,33,1788
2658,68,34,1792
2659,68,35,1117
2660,68,36,1109
2661,68,37,1110
2662,69,1,1045
2663,69,2,1042
2664,69,3,1478
2665,69,4,1311
2666,69,5,1312
2667,69,6,913
2668,69,7,908
2669,69,8,1221
2670,69,9,1224
2671,69,10,1228
2672,69,11,145
2673,69,12,140
2674,69,13,1055
2675,69,14,1051
2676,69,15,927
2677,69,16,924
2678,69,17,1525
2679,69,18,1526
2680,69,19,2036
2681,69,20,859
2682,69,21,753
2683,69,22,739
2684,69,23,740
2685,69,24,1850
2686,69,25,399
2687,69,26,400
2688,69,27,404
2689,69,28,2121
2690,69,29,2118
2691,69,30,1757
2692,69,31,1754
2693,69,32,1902
2694,69,33,1869
2695,69,34,1791
2696,69,35,1792
2697,69,36,1117
2698,69,37,1109
2699,69,38,1110
2700,70,1,1045
2701,70,2,1042
2702,70,3,1478
2703,70,4,1311
2704,70,5,1312
2705,70,6,913
2706,70,7,908
2707,70,8,1221
2708,70,9,1224
2709,70,10,1228
2710,70,11,145
2711,70,12,140
2712,70,13,1055
2713,70,14,1051
2714,70,15,927
2715,70,16,924
2716,70,17,1525
2717,70,18,1526
2718,70,19,2036
2719,70,20,859
2720,70,21,753
2721,70,22,739
2722,70,23,740
2723,70,24,1850
2724,70,25,399
2725,70,26,400
2726,70,27,404
2727,70,28,2121
2728,70,29,2118
2729,70,30,1757
2730,70,31,1754
2731,70,32,1902
2732,70,33,1869
2733,70,34,1791
2734,70,35,1792
2735,70,36,1117
2736,70,37,1109
2737,70,38,1110
2738,71,1,1045
2739,71,2,1042
2740,71,3,1478
2741,71,4,1311
2742,71,5,1312
2743,71,6,913
2744,71,7,908
2745,71,8,1221
2746,71,9,1224
2747,71,10,1228
2748,71,11,145
2749,71,12,140
2750,71,13,1055
2751,71,14,1051
2752,71,15,927
2753,71,16,924
2754,71,17,1525
2755,71,18,1526
2756,71,19,2036
2757,71,20,859
2758,71,21,753
2759,71,22,739
2760,71,23,740
2761,71,24,1850
2762,71,25,399
2763,71,26,400
2764,71,27,404
2765,71,28,2121
2766,71,29,2118
2767,71,30,1757
2768,71,31,1754
2769,71,32,1902
2770,71,33,1869
2771,71,34,1791
2772,71,35,1792
2773,71,36,1117
2774,71,37,1109
2775,71,38,1110
2776,72,1,1045
2777,72,2,1042
2778,72,3,1478
2779,72,4,1311
2780,72,5,1312
2781,72,6,913
2782,72,7,908
2783,72,8,1221
2784,72,9,1222
2785,72,10,1324
2786,72,11,747
2787,72,12,750
2788,72,13,1149
2789,72,14,1146
2790,72,15,2008
2791,72,16,2089
2792,72,17,531
2793,72,18,528
2794,72,19,532
2795,72,20,536
2796,72,21,1722
2797,72,22,1717
2798,72,23,1718
2799,72,24,233
2800,72,25,234
2801,72,26,231
2802,72,27,226
2803,72,28,2049
2804,72,29,1127
2805,72,30,1122
2806,72,31,1838
2807,72,32,1967
2808,72,33,1143
2809,72,34,1137
2810,72,35,1138
2811,72,36,1645
2812,72,37,1640
2813,72,38,1974
2814,72,39,249
2815,72,40,246
2816,72,41,239
2817,72,42,242
2818,72,43,1110
2819,73,1,1045
2820,73,2,1042
2821,73,3,1478
2822,73,4,1311
2823,73,5,1312
2824,73,6,913
2825,73,7,908
2826,73,8,1221
2827,73,9,1224
2828,73,10,1228
2829,73,11,145
2830,73,12,140
2831,73,13,1055
2832,73,14,1051
2833,73,15,927
2834,73,16,924
2835,73,17,1525
2836,73,18,1526
2837,73,19,2036
2838,73,20,859
2839,73,21,753
2840,73,22,739
2841,73,23,740
2842,73,24,1850
2843,73,25,399
2844,73,26,400
2845,73,27,404
2846,73,28,2121
2847,73,29,2118
2848,73,30,1757
2849,73,31,1754
2850,73,32,1902
2851,73,33,1869
2852,73,34,1791
2853,73,35,1792
2854,73,36,1117
2855,73,37,1109
2856,73,38,1110
2857,74,1,1045
2858,74,2,1042
2859,74,3,1478
2860,74,4,1311
2861,74,5,1312
2862,74,6,913
2863,74,7,908
2864,74,8,1221
2865,74,9,1224
2866,74,10,1228
2867,74,11,145
2868,74,12,140
2869,74,13,1055
2870,74,14,1051
2871,74,15,927
2872,74,16,924
2873,74,17,1525
2874,74,18,1526
2875,74,19,2036
2876,74,20,859
2877,74,21,753
2878,74,22,739
2879,74,23,740
2880,74,24,1850
2881,74,25,399
2882,74,26,400
2883,74,27,404
2884,74,28,2121
2885,74,29,2118
2886,74,30,1757
2887,74,31,1754
2888,74,32,1902
2889,74,33,1869
2890,74,34,1791
2891,74,35,1792
2892,74,36,1117
2893,74,37,1109
2894,74,38,1110
2895,75,1,1045
2896,75,2,1042
2897,75,3,1478
2898,75,4,1311
2899,75,5,1312
2900,75,6,913
2901,75,7,908
2902,75,8,1221
2903,75,9,1224
2904,75,10,1228
2905,75,11,145
2906,75,12,140
2907,75,13,1055
2908,75,14,1051
2909,75,15,927
2910,75,16,924
2911,75,17,1525
2912,75,18,1526
2913,75,19,2036
2914,75,20,859
2915,75,21,753
2916,75,22,739
2917,75,23,740
2918,75,24,1850
2919,75,25,399
2920,75,26,400
2921,75,27,404
2922,75,28,2121
2923,75,29,2118
2924,75,30,1757
2925,75,31,1754
2926,75,32,1902
2927,75,33,1869
2928,75,34,1791
2929,75,35,1792
2930,75,36,1117
2931,75,37,1109
2932,75,38,1110
2933,76,1,1045
2934,76,2,1042
2935,76,3,1478
2936,76,4,1311
2937,76,5,1312
2938,76,6,597
2939,76,7,581
2940,76,8,578
2941,76,9,519
2942,76,10,520
2943,76,11,517
2944,76,12,510
2945,76,13,1818
2946,76,14,1930
2947,76,15,2171
2948,76,16,2168
2949,76,17,2183
2950,76,18,543
2951,76,19,548
2952,76,20,893
2953,76,21,890
2954,76,22,904
2955,76,23,971
2956,76,24,191
2957,76,25,188
2958,76,26,1125
2959,76,27,1126
2960,76,28,2046
2961,76,29,2080
2962,76,30,181
2963,76,31,176
2964,76,32,1695
2965,76,33,821
2966,76,34,822
2967,76,35,761
2968,76,36,762
2969,76,37,1300
2970,76,38,2033
2971,76,39,251
2972,76,40,246
2973,76,41,239
2974,76,42,242
2975,76,43,1110
2976,77,1,1045
2977,77,2,1042
2978,77,3,1478
2979,77,4,1311
2980,77,5,1312
2981,77,6,913
2982,77,7,908
2983,77,8,1221
2984,77,9,1224
2985,77,10,1228
2986,77,11,145
2987,77,12,140
2988,77,13,1055
2989,77,14,1051
2990,77,15,927
2991,77,16,924
2992,77,17,1525
2993,77,18,1526
2994,77,19,2036
2995,77,20,859
2996,77,21,753
2997,77,22,739
2998,77,23,740
2999,77,24,1850
3000,77,25,399
3001,77,26,400
3002,77,27,404
3003,77,28,2121
3004,77,29,2118
3005,77,30,1757
3006,77,31,1754
