,oid,ent,sectionId
576,15,9,1224
577,15,10,1228
578,15,11,145
579,15,12,140
580,15,13,1055
581,15,14,1051
582,15,15,927
583,15,16,924
584,15,17,1525
585,15,18,1526
586,15,19,2036
587,15,20,859
588,15,21,753
589,15,22,739
590,15,23,740
591,15,24,1850
592,15,25,399
593,15,26,400
594,15,27,404
595,15,28,2121
596,15,29,2118
597,15,30,1757
598,15,31,1754
599,15,32,1902
600,15,33,1869
601,15,34,1791
602,15,35,1792
603,15,36,1117
604,15,37,1109
605,15,38,1110
606,16,1,1045
607,16,2,1042
608,16,3,1478
609,16,4,1311
610,16,5,1312
611,16,6,913
612,16,7,908
613,16,8,1221
614,16,9,1224
615,16,10,1228
616,16,11,145
617,16,12,140
618,16,13,1055
619,16,14,1051
620,16,15,927
621,16,16,924
622,16,17,1525
623,16,18,1526
624,16,19,2036
625,16,20,859
626,16,21,753
627,16,22,739
628,16,23,740
629,16,24,1850
630,16,25,399
631,16,26,400
632,16,27,404
633,16,28,2121
634,16,29,2118
635,16,30,1757
636,16,31,1754
637,16,32,1902
638,16,33,1869
639,16,34,1791
640,16,35,1792
641,16,36,1117
642,16,37,1109
643,16,38,1110
644,17,1,1045
645,17,2,1042
646,17,3,1478
647,17,4,1311
648,17,5,1312
649,17,6,913
650,17,7,908
651,17,8,1221
652,17,9,1224
653,17,10,1228
654,17,11,145
655,17,12,140
656,17,13,1055
657,17,14,1051
658,17,15,927
659,17,16,924
660,17,17,1525
661,17,18,1526
662,17,19,2036
663,17,20,859
664,17,21,753
665,17,22,739
666,17,23,740
667,17,24,1850
668,17,25,399
669,17,26,400
670,17,27,404
671,17,28,2121
672,17,29,2118
673,17,30,1757
674,17,31,1754
675,17,32,1902
676,17,33,1869
677,17,34,1791
678,17,35,1792
679,17,36,1117
680,17,37,1109
681,17,38,1110
682,18,1,1045
683,18,2,1042
684,18,3,1478
685,18,4,1311
686,18,5,1312
687,18,6,913
688,18,7,908
689,18,8,1221
690,18,9,1224
691,18,10,1228
692,18,11,145
693,18,12,140
694,18,13,1055
695,18,14,1051
696,18,15,927
697,18,16,924
698,18,17,1525
699,18,18,1526
700,18,19,2036
701,18,20,859
702,18,21,753
703,18,22,739
704,18,23,740
705,18,24,1850
706,18,25,399
707,18,26,400
708,18,27,404
709,18,28,2121
710,18,29,2118
711,18,30,1757
712,18,31,1754
713,18,32,1902
714,18,33,1869
715,18,34,1791
716,18,35,1792
717,18,36,1117
718,18,37,1109
719,18,38,1110
720,19,1,1045
721,19,2,1042
722,19,3,1478
723,19,4,1311
724,19,5,1312
725,19,6,913
726,19,7,908
727,19,8,1221
728,19,9,1224
729,19,10,1228
730,19,11,145
731,19,12,140
732,19,13,1055
733,19,14,1051
734,19,15,927
735,19,16,924
736,19,17,1525
737,19,18,1526
738,19,19,2036
739,19,20,859
740,19,21,753
741,19,22,739
742,19,23,740
743,19,24,1850
744,19,25,399
745,19,26,400
746,19,27,404
747,19,28,2121
748,19,29,2118
749,19,30,1757
750,19,31,1754
751,19,32,1902
752,19,33,1869
753,19,34,1791
754,19,35,1792
755,19,36,1117
756,19,37,1109
757,19,38,1110
758,20,1,1045
759,20,2,1042
760,20,3,1478
761,20,4,1311
762,20,5,1312
763,20,6,913
764,20,7,908
765,20,8,1221
766,20,9,1224
767,20,10,1228
768,20,11,145
769,20,12,140
770,20,13,1055
771,20,14,1051
772,20,15,927
773,20,16,924
774,20,17,1525
775,20,18,1526
776,20,19,2036
777,20,20,859
778,20,21,753
779,20,22,739
780,20,23,740
781,20,24,1850
782,20,25,399
783,20,26,400
784,20,27,404
785,20,28,2121
786,20,29,2118
787,20,30,1757
788,20,31,1754
789,20,32,1902
790,20,33,1869
791,20,34,1791
792,20,35,1792
793,20,36,1117
794,20,37,1109
795,20,38,1110
796,21,1,1045
797,21,2,1042
798,21,3,1478
799,21,4,1311
800,21,5,1312
801,21,6,913
802,21,7,908
803,21,8,1221
804,21,9,1224
805,21,10,1228
806,21,11,145
807,21,12,140
808,21,13,1055
809,21,14,1051
810,21,15,927
811,21,16,924
812,21,17,1525
813,21,18,1526
814,21,19,2036
815,21,20,859
816,21,21,753
817,21,22,739
818,21,23,740
819,21,24,1850
820,21,25,399
821,21,26,400
822,21,27,404
823,21,28,2121
824,21,29,2118
825,21,30,1757
826,21,31,1754
827,21,32,1902
828,21,33,1869
829,21,34,1791
830,21,35,1792
831,21,36,1117
832,21,37,1109
833,21,38,1110
834,22,1,1045
835,22,2,1042
836,22,3,1478
837,22,4,1311
838,22,5,1312
839,22,6,913
840,22,7,908
841,22,8,1221
842,22,9,1224
843,22,10,1228
844,22,11,145
845,22,12,140
846,22,13,1055
847,22,14,1051
848,22,15,927
849,22,16,924
850,22,17,1525
851,22,18,1526
852,22,19,2036
853,22,20,859
854,22,21,753
855,22,22,739
856,22,23,740
857,22,24,1850
858,22,25,399
859,22,26,400
860,22,27,404
861,22,28,2121
862,22,29,2118
863,22,30,1757
864,22,31,1754
865,22,32,1902
866,22,33,1869
867,22,34,1791
868,22,35,1792
869,22,36,1117
870,22,37,1109
871,22,38,1110
872,23,1,1045
873,23,2,1042
874,23,3,1478
875,23,4,1311
876,23,5,1312
877,23,6,913
878,23,7,908
879,23,8,1221
880,23,9,1224
881,23,10,1228
882,23,11,145
883,23,12,140
884,23,13,1055
885,23,14,1051
886,23,15,927
887,23,16,924
888,23,17,1525
889,23,18,1526
890,23,19,2036
891,23,20,859
892,23,21,753
893,23,22,739
894,23,23,740
895,23,24,1850
896,23,25,399
897,23,26,400
898,23,27,404
899,23,28,2121
900,23,29,2118
901,23,30,1757
902,23,31,1754
903,23,32,1902
904,23,33,1869
905,23,34,1791
906,23,35,1792
907,23,36,1117
908,23,37,1109
909,23,38,1110
910,24,1,1045
911,24,2,1042
912,24,3,1478
913,24,4,1311
914,24,5,1312
915,24,6,913
916,24,7,908
917,24,8,1221
918,24,9,1224
919,24,10,1228
920,24,11,145
921,24,12,140
922,24,13,1055
923,24,14,1051
924,24,15,927
925,24,16,924
926,24,17,1525
927,24,18,1526
928,24,19,2036
929,24,20,859
930,24,21,753
931,24,22,739
932,24,23,740
933,24,24,1850
934,24,25,399
935,24,26,400
936,24,27,404
937,24,28,2121
938,24,29,2118
939,24,30,1757
940,24,31,1754
941,24,32,1902
942,24,33,1869
943,24,34,1791
944,24,35,1792
945,24,36,1117
946,24,37,1109
947,24,38,1110
948,25,1,1045
949,25,2,1042
950,25,3,1478
951,25,4,1311
952,25,5,1308
953,25,6,1003
954,25,7,1006
955,25,8,1030
956,25,9,1017
957,25,10,869
958,25,11,872
959,25,12,885
960,25,13,880
961,25,14,897
962,25,15,894
963,25,16,1937
964,25,17,1849
965,25,18,1469
966,25,19,5
967,25,20,6
968,25,21,806
969,25,22,971
970,25,23,191
971,25,24,188
972,25,25,1125
973,25,26,1126
974,25,27,2046
975,25,28,2080
976,25,29,181
977,25,30,176
978,25,31,1695
979,25,32,821
980,25,33,822
981,25,34,761
982,25,35,762
983,25,36,1300
984,25,37,2033
985,25,38,251
986,25,39,246
987,25,40,239
988,25,41,242
989,25,42,1110
990,26,1,1045
991,26,2,1042
992,26,3,1478
993,26,4,1311
994,26,5,1312
995,26,6,913
996,26,7,908
997,26,8,1221
998,26,9,1224
999,26,10,1228
1000,26,11,145
1001,26,12,140
1002,26,13,1055
1003,26,14,1051
1004,26,15,927
1005,26,16,924
1006,26,17,1525
1007,26,18,1526
1008,26,19,2036
1009,26,20,859
1010,26,21,753
1011,26,22,739
1012,26,23,740
1013,26,24,1850
1014,26,25,399
1015,26,26,400
1016,26,27,404
1017,26,28,2121
1018,26,29,2118
1019,26,30,1757
1020,26,31,1754
1021,26,32,1902
1022,26,33,1869
1023,26,34,1791
1024,26,35,1792
1025,26,36,1117
1026,26,37,1109
1027,26,38,1110
1028,27,1,1045
1029,27,2,1042
1030,27,3,1478
1031,27,4,1311
1032,27,5,1312
1033,27,6,913
1034,27,7,908
1035,27,8,1221
1036,27,9,1224
1037,27,10,1228
1038,27,11,145
1039,27,12,140
1040,27,13,1055
1041,27,14,1051
1042,27,15,927
1043,27,16,924
1044,27,17,1525
1045,27,18,1526
1046,27,19,2036
1047,27,20,859
1048,27,21,753
1049,27,22,739
1050,27,23,740
1051,27,24,1850
1052,27,25,399
1053,27,26,400
1054,27,27,404
1055,27,28,2121
1056,27,29,2118
1057,27,30,1757
1058,27,31,1754
1059,27,32,1902
1060,27,33,1869
1061,27,34,1791
1062,27,35,1792
1063,27,36,1117
1064,27,37,1109
1065,27,38,1110
1066,28,1,1045
1067,28,2,1042
1068,28,3,1478
1069,28,4,1311
1070,28,5,1312
1071,28,6,913
1072,28,7,908
1073,28,8,1221
1074,28,9,1224
1075,28,10,1228
1076,28,11,145
1077,28,12,140
1078,28,13,1055
1079,28,14,1051
1080,28,15,927
1081,28,16,924
1082,28,17,1525
1083,28,18,1526
1084,28,19,2036
1085,28,20,859
1086,28,21,753
1087,28,22,739
1088,28,23,740
1089,28,24,1850
1090,28,25,399
1091,28,26,400
1092,28,27,404
1093,28,28,2121
1094,28,29,2118
1095,28,30,1757
1096,28,31,1754
1097,28,32,1902
1098,28,33,1869
1099,28,34,1791
1100,28,35,1792
1101,28,36,1117
1102,28,37,1109
1103,28,38,1110
1104,29,1,1045
1105,29,2,1042
1106,29,3,1478
1107,29,4,1311
1108,29,5,1312
1109,29,6,597
1110,29,7,573
1111,29,8,570
1112,29,9,592
1113,29,10,1032
1114,29,11,1204
1115,29,12,517
1116,29,13,510
1117,29,14,1818
1118,29,15,1930
1119,29,16,2171
1120,29,17,2168
1121,29,18,2183
1122,29,19,543
1123,29,20,548
1124,29,21,893
1125,29,22,890
1126,29,23,904
1127,29,24,971
1128,29,25,191
1129,29,26,188
1130,29,27,1125
1131,29,28,1126
1132,29,29,2046
1133,29,30,2080
1134,29,31,181
1135,29,32,176
1136,29,33,1695
1137,29,34,821
1138,29,35,822
1139,29,36,761
1140,29,37,762
1141,29,38,1300
1142,29,39,2033
1143,29,40,251
1144,29,41,246
1145,29,42,239
1146,29,43,242
1147,29,44,1110
1148,30,1,1045
1149,30,2,1042
1150,30,3,1478
1151,30,4,1311
1152,30,5,1312
1153,30,6,913
1154,30,7,908
1155,30,8,1221
1156,30,9,1224
1157,30,10,1228
1158,30,11,145
1159,30,12,140
1160,30,13,1055
1161,30,14,1051
1162,30,15,927
1163,30,16,924
1164,30,17,1525
1165,30,18,1526
1166,30,19,2036
1167,30,20,859
1168,30,21,753
1169,30,22,739
1170,30,23,740
1171,30,24,1850
1172,30,25,399
1173,30,26,400
1174,30,27,404
1175,30,28,2121
1176,30,29,2118
1177,30,30,1757
1178,30,31,1754
1179,30,32,1902
1180,30,33,1869
1181,30,34,1791
1182,30,35,1792
1183,30,36,1117
1184,30,37,1109
1185,30,38,1110
1186,31,1,1045
1187,31,2,1042
1188,31,3,1478
1189,31,4,1311
1190,31,5,1312
1191,31,6,913
1192,31,7,908
1193,31,8,1221
1194,31,9,1224
1195,31,10,1228
1196,31,11,145
1197,31,12,140
1198,31,13,1055
1199,31,14,1051
1200,31,15,927
1201,31,16,924
1202,31,17,1525
1203,31,18,1526
1204,31,19,2036
1205,31,20,859
1206,31,21,753
1207,31,22,739
1208,31,23,740
1209,31,24,1850
1210,31,25,399
1211,31,26,400
1212,31,27,404
1213,31,28,2121
1214,31,29,2118
1215,31,30,1757
1216,31,31,1754
1217,31,32,1902
1218,31,33,1869
1219,31,34,1791
1220,31,35,1792
1221,31,36,1117
1222,31,37,1109
1223,31,38,1110
1224,32,1,1045
1225,32,2,1042
1226,32,3,1478
1227,32,4,1311
1228,32,5,1312
1229,32,6,913
1230,32,7,908
1231,32,8,1221
1232,32,9,1224
1233,32,10,1228
1234,32,11,145
1235,32,12,140
1236,32,13,1055
1237,32,14,1051
1238,32,15,927
1239,32,16,924
1240,32,17,1525
1241,32,18,1526
1242,32,19,2036
1243,32,20,859
1244,32,21,753
1245,32,22,739
1246,32,23,740
1247,32,24,1850
1248,32,25,399
1249,32,26,400
1250,32,27,404
1251,32,28,2121
1252,32,29,2118
1253,32,30,1757
1254,32,31,1754
1255,32,32,1902
1256,32,33,1869
1257,32,34,1791
1258,32,35,1792
1259,32,36,1117
1260,32,37,1109
1261,32,38,1110
1262,33,1,1045
1263,33,2,1042
1264,33,3,1478
1265,33,4,1311
1266,33,5,1312
1267,33,6,913
1268,33,7,908
1269,33,8,1221
1270,33,9,1224
1271,33,10,1228
1272,33,11,145
1273,33,12,140
1274,33,13,1055
1275,33,14,1051
1276,33,15,927
1277,33,16,924
1278,33,17,1525
1279,33,18,1526
1280,33,19,2036
1281,33,20,859
1282,33,21,753
1283,33,22,739
1284,33,23,740
1285,33,24,1850
1286,33,25,399
1287,33,26,400
1288,33,27,404
1289,33,28,2121
1290,33,29,2118
1291,33,30,1757
1292,33,31,1754
1293,33,32,1902
1294,33,33,1869
1295,33,34,1791
1296,33,35,1792
1297,33,36,1117
1298,33,37,1109
1299,33,38,1110
1300,34,1,1045
1301,34,2,1042
1302,34,3,1478
1303,34,4,1311
1304,34,5,1312
1305,34,6,913
1306,34,7,908
1307,34,8,1221
1308,34,9,1224
1309,34,10,1228
1310,34,11,145
1311,34,12,140
1312,34,13,1055
1313,34,14,1051
1314,34,15,927
1315,34,16,924
1316,34,17,1525
1317,34,18,1526
1318,34,19,2036
1319,34,20,859
1320,34,21,753
1321,34,22,739
1322,34,23,740
1323,34,24,1850
1324,34,25,399
1325,34,26,400
1326,34,27,404
1327,34,28,2121
1328,34,29,2118
1329,34,30,1757
1330,34,31,1754
1331,34,32,1902
1332,34,33,1869
1333,34,34,1791
1334,34,35,1792
1335,34,36,1117
1336,34,37,1109
1337,34,38,1110
1338,35,1,1045
1339,35,2,1042
1340,35,3,1478
1341,35,4,1311
1342,35,5,1312
1343,35,6,913
1344,35,7,908
1345,35,8,1221
1346,35,9,1224
1347,35,10,1228
1348,35,11,145
1349,35,12,140
1350,35,13,1055
1351,35,14,1051
1352,35,15,927
1353,35,16,924
1354,35,17,1525
1355,35,18,1526
1356,35,19,2036
1357,35,20,859
1358,35,21,753
1359,35,22,739
1360,35,23,740
1361,35,24,1850
1362,35,25,399
1363,35,26,400
1364,35,27,404
1365,35,28,2121
1366,35,29,2118
1367,35,30,1757
1368,35,31,1754
1369,35,32,1902
1370,35,33,1869
1371,35,34,1791
1372,35,35,1792
1373,35,36,1117
1374,35,37,1109
1375,35,38,1110
1376,36,1,1045
1377,36,2,1042
1378,36,3,1478
1379,36,4,1311
1380,36,5,1312
1381,36,6,913
1382,36,7,908
1383,36,8,1221
1384,36,9,1224
1385,36,10,1228
1386,36,11,145
1387,36,12,140
1388,36,13,1055
1389,36,14,1051
1390,36,15,927
1391,36,16,924
1392,36,17,1525
1393,36,18,1526
1394,36,19,2036
1395,36,20,859
1396,36,21,753
1397,36,22,739
1398,36,23,740
1399,36,24,1850
1400,36,25,399
1401,36,26,400
1402,36,27,404
1403,36,28,2121
1404,36,29,2118
1405,36,30,1757
1406,36,31,1754
1407,36,32,1902
1408,36,33,1869
1409,36,34,1791
1410,36,35,1792
1411,36,36,1117
1412,36,37,1109
1413,36,38,1110
1414,37,1,1045
1415,37,2,1042
1416,37,3,1478
1417,37,4,1311
1418,37,5,1312
1419,37,6,597
1420,37,7,573
1421,37,8,570
1422,37,9,592
1423,37,10,1032
1424,37,11,1204
1425,37,12,517
1426,37,13,510
1427,37,14,1818
1428,37,15,1930
1429,37,16,2171
1430,37,17,2168
1431,37,18,2183
1432,37,19,543
1433,37,20,548
1434,37,21,893
1435,37,22,890
1436,37,23,904
1437,37,24,971
1438,37,25,191
1439,37,26,188
1440,37,27,1125
1441,37,28,1126
1442,37,29,2048
1443,37,30,227
1444,37,31,230
1445,37,32,235
1446,37,33,232
1447,37,34,1732
1448,37,35,1737
1449,37,36,1738
1450,37,37,2056
1451,37,38,2139
1452,37,39,2093
1453,37,40,1695
1454,37,41,821
1455,37,42,822
1456,37,43,761
1457,37,44,762
1458,37,45,1300
1459,37,46,2033
1460,37,47,251
1461,37,48,246
1462,37,49,239
1463,37,50,242
1464,37,51,1110
1465,38,1,1045
1466,38,2,1042
1467,38,3,1478
1468,38,4,1311
1469,38,5,1312
1470,38,6,913
1471,38,7,908
1472,38,8,1221
1473,38,9,1224
1474,38,10,1228
1475,38,11,145
1476,38,12,140
1477,38,13,1055
1478,38,14,1051
1479,38,15,927
1480,38,16,924
1481,38,17,1525
1482,38,18,1526
1483,38,19,2036
1484,38,20,859
1485,38,21,753
1486,38,22,739
1487,38,23,740
1488,38,24,1850
1489,38,25,399
1490,38,26,400
1491,38,27,404
1492,38,28,2121
1493,38,29,2118
1494,38,30,1757
1495,38,31,1754
1496,38,32,1902
1497,38,33,1869
1498,38,34,1791
1499,38,35,1792
1500,38,36,1117
1501,38,37,1109
1502,38,38,1110
1503,39,1,1045
1504,39,2,1042
1505,39,3,1478
1506,39,4,1311
1507,39,5,1312
1508,39,6,913
1509,39,7,908
1510,39,8,1221
1511,39,9,1224
1512,39,10,1228
1513,39,11,145
1514,39,12,140
1515,39,13,1055
1516,39,14,1051
1517,39,15,927
1518,39,16,924
1519,39,17,1525
1520,39,18,1526
1521,39,19,2036
1522,39,20,859
1523,39,21,753
1524,39,22,739
1525,39,23,740
1526,39,24,1850
1527,39,25,399
1528,39,26,400
1529,39,27,404
1530,39,28,2121
1531,39,29,2118
1532,39,30,1757
1533,39,31,1754
1534,39,32,1902
1535,39,33,1869
1536,39,34,1791
1537,39,35,1792
1538,39,36,1117
1539,39,37,1109
1540,39,38,1110
1541,40,1,1045
1542,40,2,1042
1543,40,3,1478
1544,40,4,1311
1545,40,5,1312
1546,40,6,913
1547,40,7,908
1548,40,8,1221
1549,40,9,1224
1550,40,10,1228
1551,40,11,145
1552,40,12,140
1553,40,13,1055
1554,40,14,1051
